L438P_1	L438P_2	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6
ENST00000595139	30.319	8.783	9.857	26.108	0	15.112	8.129	0
ENST00000596853	0	0	0	0	0	0	0	0
ENST00000595992	0	0	0	0	0	0	0	0
ENST00000594099	0	0	0	2.723	0	1.736	8.222	4.082
ENST00000601533	0	0	0	0	3.162	0	0	0
ENST00000598692	0	1.364	0	0	2.333	0	0	0
ENST00000596075	2.234	0	0	0	0	0	0	0
ENST00000601087	5.001	0	2.309	9.601	3.739	4.919	0	2.358
ENST00000422424	930.313	1049.144	1191.615	1142.223	684.142	948.277	1055.758	954.316
ENST00000568572	0	0	0	0	0	0	0	3.15
ENST00000562362	0	0	33.297	0	50.733	0	0	0
ENST00000567511	7.543	3.593	3.579	14.315	9.801	9.72	5.558	13.591
ENST00000563490	30.673	8.952	53.894	32.859	0	41.842	20.674	54.748
ENST00000569299	27.471	28.584	16.645	63.958	34.324	37.162	41.662	29.772
ENST00000394391	408.468	566.195	673.578	677.114	417.04	549.59	781.095	461.392
ENST00000567518	36.547	138.512	240.908	150.709	207.444	41.964	245.232	171.778
ENST00000565961	0	0	0	5.792	0	0	0	0
ENST00000569370	103.637	168.6	62.441	93.344	33.993	98.997	143.138	47.033
ENST00000568940	0	0	0	0	0	0	0	0
ENST00000569979	0	3.181	0	0	4.343	0	7.652	0
ENST00000570000	3.148	0	0	0	0	2.587	23.194	5.695
ENST00000564885	9.465	14.514	13.241	17.826	18.759	15.764	11.873	7.658
ENST00000567751	0	0	0	0	0	0	0	0
ENST00000565786	0	16.447	10.061	0	2.92	0	13.239	10.542
ENST00000569246	12.203	17.819	16.402	7.623	31.896	21.404	10.096	22.181
ENST00000565368	0	0	0	5.012	0	0	0	0
ENST00000563561	11.171	5.541	7.253	15.734	15.726	17.14	12.186	14.638
ENST00000566284	29.379	43.19	43.115	55.321	43.877	26.195	48.985	41.423
ENST00000563341	0	0	0	0	0	0	0	0
ENST00000291560	4.916	18.966	14	14	20	12	10	6
ENST00000443485	3.084	9.034	0	0	0	0	0	0
ENST00000334534	409	638.141	687.923	595.431	367.238	437.749	434	617.929
ENST00000488816	0	0	2.077	1.087	1.019	2.251	0	3.071
ENST00000272227	9072.496	8884.504	9798.815	12492.987	8304.357	5188.33	10612.97	6883.568
ENST00000404371	0	0	0	0	0	0	0	0
ENST00000404824	0	0	0	0	0	0	0	0
ENST00000489662	0	0	0	0	0	0	0	0
ENST00000458536	0	0	0	0	0	0	0	0
ENST00000617249	0	0	0	0	0	0	0	0
ENST00000381611	0	0	0	0	0	0	0	0
ENST00000540494	32.625	24.775	35.315	54.569	58.848	17.449	93.075	16.472
ENST00000556137	0	0	0	0	0	0	0	0
ENST00000356218	0	0	0	0	0	0	0	0
ENST00000555952	0	0	0	0	0	0	0	0
ENST00000557103	0	0	0	0	0	0	0	0
ENST00000557001	0	0	0	0	0	0	0	0
ENST00000554745	4	3	2	5	7	7	1	3
ENST00000395718	210.513	79.369	235.452	204.446	176.35	30.463	110.246	254.012
ENST00000344768	49.515	2.646	35.225	0	4.458	0	0	11.031
ENST00000554778	4.425	0	2.553	1.73	0	0	0	0
ENST00000555936	0	0	0	5.67	8.977	1.358	0	0
ENST00000554167	0	0	0	69.007	0	24.897	0	0
ENST00000557405	0	0	0	0	0	0	0	0
ENST00000554495	0	0	0	0	0	0	0	0
ENST00000557183	0	0	0	0	0	0	0	0
ENST00000555197	0	0	0	0	0	0	0	0
ENST00000557522	11.258	0	3.019	2.567	3.215	9.321	0	3.303
ENST00000555703	0	0	0	0	0	0	0	0
ENST00000553556	0	3.076	0	0	0	0	13.903	0
ENST00000479054	0	0	0	235.974	0	331.287	0	0
ENST00000488380	257.543	306.925	279.626	317.688	286.719	307.499	364.605	242.768
ENST00000420808	139.828	142.18	183.531	242.044	132.503	180.341	77.891	120.403
ENST00000489895	75.215	129.368	137.96	118.741	57.934	83.115	62.73	33.939
ENST00000488157	3.203	6.587	5.443	3.299	6.613	4.356	5.574	2.157
ENST00000490425	0	0	0	0	0	0	0	1.582
ENST00000464280	4.101	5.201	11.143	5.323	11.387	12.147	15.405	3.171
ENST00000481211	8.216	9.995	23.57	13.327	40.269	15.587	24.908	23.875
ENST00000474188	7.903	6.704	4.736	16.363	3.139	8.391	10.183	8.315
ENST00000485765	0	0	0	3.488	0	1.472	0	0
ENST00000460759	34.969	40.865	40.191	53.796	32.231	49.454	51.743	29.695
ENST00000488243	0	0	0	0	7.283	5.489	0	3.481
ENST00000467594	10.411	45.227	28.837	39.324	46.14	51.632	35.918	35.988
ENST00000345716	1378.305	1428.957	1328.186	1231.134	1158.844	1027.456	1630.601	1367.71
ENST00000524821	128.552	163.073	84.597	163.417	95.585	183.949	71.436	109.277
ENST00000313465	10.676	19.804	72.457	46.827	0	52.073	84.336	29.024
ENST00000534680	137.974	158.086	129.528	117.596	67.479	131.529	134.533	139.604
ENST00000532827	2.798	4.314	11.521	2.789	7.241	7.449	11.695	11.096
ENST00000527462	0	0	1.898	0	0	0	0	0
ENST00000633060	1.069	2.462	2.216	1.131	10.15	3.482	2.192	4.276
ENST00000620695	0	0	0	0	0	0	0	0
ENST00000318789	0	11.931	0	12.177	0	17.449	0	5.79
ENST00000475937	9.379	32.056	0	31.526	0	53.897	24.335	100.975
ENST00000493089	0	5.484	0	11.457	0	3.101	0	9.021
ENST00000649528	0	0	0	0	0	0	0	0
ENST00000649596	0	0	0	0	0	0	0	0
ENST00000649431	0	0	0	0	0	0	0	0
ENST00000614176	0	0	10.572	0	0	0	0	0
ENST00000460805	0	0	0	0	0	2.158	0	0
ENST00000497355	0	10.767	0	0	0	0	0	0
ENST00000648426	0	0	0	0	0	0	0	0
ENST00000649610	0	0	0	0	0	0	0	0
ENST00000327590	5.25	2.635	7.472	3.354	2.521	2.705	1.287	3.114
ENST00000649695	0	0	0	0	0	10.561	0	0
ENST00000648113	0	0	0	0	1	0	0	0
ENST00000647741	0	0	0	0	0	0	0	0
ENST00000648748	0	0	0	0	0	0	0	0
ENST00000498215	0	0	0	0	0	0	0	0
ENST00000650402	0	0	0	0	0	0	3.248	0
ENST00000650387	0	0	0	0	0	0	0	0
ENST00000484350	0	0	0	0	0	0	0	0
ENST00000648321	0	0	0	0	0	0	0	0
ENST00000648710	0	0	0	0	0	0	0	0
ENST00000491238	0	0	0	0	0	0	0	0
ENST00000649631	0	0	0	0	0	0	0	0
ENST00000648718	0	0	0	0	0	0	0	0
ENST00000648384	0	0	0	0	0	0	0	0
ENST00000650188	9.575	8.575	0	0	0	0	0	0
ENST00000648380	0	0	0	0	0	0	2.412	0
ENST00000650580	0	0	0	0	0	0	0	0
ENST00000649592	0	0	0	0	0	0	0	0
ENST00000468577	0	0	0	0	0	0	0	0
ENST00000648794	0	0	0	0	0	0	0	0
ENST00000649513	0	0	0	0	0	13.047	0	0
ENST00000650068	0	0	0	0	0	0	0	0
ENST00000644199	4.742	3.412	1.045	2.512	0	11.589	1.104	6.227
ENST00000649081	0	2.621	0	0	0	0	0	1.234
ENST00000614183	0	0	0	0	0	0	0	8.098
ENST00000648155	0	0	0	0	0	1.05	1.14	1.107
ENST00000647829	0	0	1	0	0	0	0.891	1.149
ENST00000648654	0	0	0	0	0	0	0	0
ENST00000648121	0	0	0	0	0	0	0	0
ENST00000649417	0	0	0	0	0	0	0	0
ENST00000485326	0	0	0	0	0	0	0	0
ENST00000647614	0	0	0	0	0	0	0	0
ENST00000472382	0	0	0	0	0	0	0	0
ENST00000497553	0	0	0	0	0	0	0	0
ENST00000647776	0	0	0	0	0	0	0	0
ENST00000649760	5.261	6.411	2.608	2.366	2.254	5.279	2.887	6.205
ENST00000610810	0	0	0	1.486	0	0	0	0
ENST00000650555	0	0	0	0	0	0	0	0
ENST00000650295	0	0	0	0	0	0	0	0
ENST00000648895	0	0	1.272	0	0	0	0	0
ENST00000649659	0	0	0	0	0	0	0	1
ENST00000648826	0	0	0	0	0	0	0	0
ENST00000622151	0	0	1	1	1	0	0	0
ENST00000318779	0	1.18	0	0	0	0	0	0
ENST00000648662	0	0	0	0	0	0	0	0
ENST00000648107	0	0	0	0	0	0	0	0
ENST00000648944	1	0	0	0	0	0	0	1.049
ENST00000648783	0	0	0	0	0	0	0	0
ENST00000471386	0	0	0	0	0	0	0	0
ENST00000650156	0	0	0	0	0	0	0	0
ENST00000620572	0	0	0	0	0	0	1	0
ENST00000649439	0	0	0	0	0	0	0	1.026
ENST00000470112	0	0	0	0	0	0	0	1
ENST00000649133	0	0	0	0	1	0	0	0
ENST00000493010	0	0	0	0	0	0	0	0
ENST00000498154	0	0	0	0	0	0	0	1.35
ENST00000649145	0	0	0	0	0	0	0	0
ENST00000648192	0	0	0	0	0	0	0	0
ENST00000649328	0	0	0	0	0	0	0	0
ENST00000649175	0	0	0	0	0	0	0	1
ENST00000647649	0	0	0	0	0	0	0	0
ENST00000650073	0	0	0	0	0	0	0	0
ENST00000650231	0	1	0	1	0	0	3	1.259
ENST00000615603	10.569	34.836	34.674	0	4.807	98.53	22.775	86.709
ENST00000315249	0	0	5.644	0	0	0	0	0
ENST00000580569	0	0	0	0	0	0	0	0
ENST00000584655	695.688	538.565	589.458	591.957	366.046	429.86	463.358	743.284
ENST00000394597	2049.754	1486.99	1482.715	1551.942	872.743	726.537	1001.373	1368.713
ENST00000447669	148.708	44.983	44.959	81.757	15.072	15.16	30.242	54.537
ENST00000415395	10.563	14.756	5.377	8.996	4.536	9.048	9.446	8.991
ENST00000413582	0	0	0	12.086	0	0	0	0
ENST00000581039	0	0	0	0	0	0	0	0
ENST00000584541	7.63	0	0	0	0	0	8.606	0
ENST00000582308	10.53	6.894	9.043	10.859	10.886	1.19	21.72	14.191
ENST00000414419	20.899	3.07	8.857	25.95	3.957	4.259	1.42	11.319
ENST00000581265	13.686	2.661	7.116	3.728	13.763	1.131	0	6.641
ENST00000600076	7.159	8.204	4.529	3.048	5.141	23.743	7.247	8.314
ENST00000215567	542.233	733.089	867.103	977.418	409.272	728.521	952.182	631.426
ENST00000598298	6.527	4.194	6.33	8.668	8.545	10.08	2.165	0
ENST00000642961	50.055	73.18	120.77	64.832	41.76	37.545	171.145	37.42
ENST00000600083	0	9.834	0	0	0	3.905	0	3.948
ENST00000598987	3.032	0	3.062	0	0	0	0	0
ENST00000601652	3.67	2.714	2.159	0	0	1.125	2.27	0
ENST00000593637	12.527	2.828	5.096	8.192	0	4.427	15.193	7.052
ENST00000599646	6.025	8.236	5.015	10.115	7.052	9.068	6.078	5.03
ENST00000594807	0	9.957	6.378	7.092	0	1.454	6.455	5.557
ENST00000598333	0	3.837	0	0	0	0	5.306	0
ENST00000596953	0	0	0	0	0	0	0	0
ENST00000597607	0	6.23	0	33.873	0	27.909	22.703	15.73
ENST00000596164	0	0	0	0	0	0	0	0
ENST00000598715	0	0	0	0	0	1.471	0	0
ENST00000598918	0	0	0	0	0	0	0	0
ENST00000594545	9.049	8.424	9.506	43.556	0	0	0	0
ENST00000601461	3.075	4.568	0	4.805	0	0	10.705	0
ENST00000596073	2.781	2.699	0	8.349	3.03	0	0	0
ENST00000600395	11.657	13.112	12.092	7.499	5.989	27.421	21.462	10.488
ENST00000601187	0	0	0	3.883	0	0	8.077	2.986
ENST00000601350	0	0	13.599	11.472	0	4.541	15.205	11.121
ENST00000599101	2.289	2.38	4.125	0	0	0	2.618	0
ENST00000593775	0	0	0	0	0	0	0	0
ENST00000598408	2.774	3.19	0	1.772	0	0	0	3.211
ENST00000594958	4.183	7.82	1.671	5.105	6.269	3.866	12.181	1.736
ENST00000443690	5	1.001	10.016	8.282	2.203	8.486	9.028	10.471
ENST00000631293	0	0	0	0	0	0	1	0
ENST00000339463	0	9.02	10	2.627	1	6	2	10
ENST00000524638	0	0	0	0	0	0	0	0
ENST00000636137	0	0	0	0	0	0	0	0
ENST00000372122	0	16.093	0	4.374	0	0	0	0
ENST00000372123	1	0	0	0	0	0	0	0
ENST00000636263	0	7.887	0	0	0	0	0	0
ENST00000599962	72.862	202.667	100.956	97.103	28.069	62.014	414.087	107.319
ENST00000339922	1	0	1	0	0	0	0	0
ENST00000369426	39.631	51.435	70.514	33.887	18.064	27.265	25.887	18.439
ENST00000235521	324.867	425.239	395.595	447.915	381.42	423.695	443.737	433.766
ENST00000495746	0	10.231	11.883	21.102	0	0	9.281	26.681
ENST00000497402	0	0	0	0	0	0	0	0
ENST00000497761	8.219	4.095	4.085	10.095	6.516	5.04	5.096	5.114
ENST00000377938	0	1	0	2	0	0	0	0
ENST00000478888	0	0	0	0	0	2	0	0
ENST00000307741	118.457	163.872	137.976	155.779	175.568	225.869	300.632	183.86
ENST00000585673	546.769	577.318	499.979	682.748	605.869	609.494	855.06	597.94
ENST00000585338	0	5.32	4.274	11.933	7.055	0	7.43	6.907
ENST00000586780	2.723	0	7.439	0	0	2.506	7.192	0
ENST00000586677	1148.574	1284.581	1080.069	1464.093	1318.193	1339.325	2032.651	1173.669
ENST00000589087	128.297	168.419	132.665	168.661	80.335	112.067	159.854	122.528
ENST00000591149	2.621	3.121	2.387	0	0	0	0	0
ENST00000590533	2.441	6.851	5.87	2.578	2.92	4.603	28.769	11.234
ENST00000591363	0	0	0	0	0	0	0	0
ENST00000590970	186.898	243.586	201.668	231.555	257.065	380.238	444.694	231.325
ENST00000587401	21.489	19.396	21.45	20.167	23.057	20.189	50.279	16.285
ENST00000395212	105.946	131.865	111.23	167.788	106.263	172.099	217.954	161.075
ENST00000592639	0	1.668	0	0	0	6.622	5.519	4.182
ENST00000587468	0	0	0	0	0	30.741	0	0
ENST00000527730	21.075	12.371	13.985	5.19	19.153	10.18	14.937	5.234
ENST00000529022	78.625	41.234	113.108	39.196	24.094	0	110.303	0
ENST00000292524	424.455	628.033	594.104	838.238	910.741	852.204	887.658	822.756
ENST00000530854	20.469	19.277	19.09	19.863	18.586	20.801	30.932	24.74
ENST00000525766	0	0	0	0	0	0	0	0
ENST00000531310	23.992	32.713	29.015	45.707	16.767	28.817	55.256	51.24
ENST00000528528	101.451	117.67	116.004	99.618	128.744	147.269	188.349	143.963
ENST00000530242	0	0	0	0	0	0	0	0
ENST00000529995	37.506	27.677	21.024	39.516	34.523	48.482	23.427	32.824
ENST00000405731	27.511	35.511	58.084	17.394	20.945	13.884	0	35.377
ENST00000335965	216.071	188.591	180.031	270.749	184.838	163.054	244.817	69.125
ENST00000493944	6.885	4.111	4.939	27.55	13.493	3.357	0	13.921
ENST00000489138	1.288	8.377	4.533	5.734	2.759	4.598	0	3.215
ENST00000474097	48.795	60.596	40.309	57.438	37.114	71.359	55.084	54.986
ENST00000396709	0	0	0	0	0	0	0	0
ENST00000483589	0	0	0	0	0	0	0	0
ENST00000496017	4.178	5.3	6.936	2.977	0	11.821	0	1.466
ENST00000396706	37.283	57.546	21.328	83.555	24.433	26.161	61.099	28.951
ENST00000474738	21.402	8.445	40.367	13.995	20.59	61.552	12.209	23.917
ENST00000396713	0	76.496	62.957	0	38.632	20.1	51.03	94.063
ENST00000396707	155.586	226.026	221.516	185.607	104.196	236.113	170.937	192.681
ENST00000616334	1407.222	1444.92	1964.696	1639.215	1385.527	1345.6	1746.847	1513.819
ENST00000632447	0	0	0	0	0	0	0	0
ENST00000634151	0	0	7.95	5.031	15.891	6.304	10.019	0
ENST00000631800	69.443	51.485	112.068	111.767	23.313	50.054	114.392	38.815
ENST00000632541	4.095	0	11.568	0	3.029	0	0	3.128
ENST00000632697	11.772	10.476	19.298	8.427	7.391	8.22	8.878	17.008
ENST00000564314	0	0	0	0	0	0	0	3.581
ENST00000567686	0	0	0	0	0	0	0	0
ENST00000568015	1.501	10.629	0	1.423	0	0	1.431	0
ENST00000319715	3415.389	2678.046	2991.379	3587.134	2704.564	2711.467	2961.736	2574.146
ENST00000568316	0	0	0	0	0	0	0	0
ENST00000452655	68.108	79.24	92.591	85.622	54.494	117.725	52.24	77.067
ENST00000381039	0	0	0	0	128.156	0	0	0
ENST00000646282	70.144	10.628	101.38	10.693	39.2	49.001	111.105	67.638
ENST00000348022	761.929	1225.886	749.543	1222.333	158.971	0	1136.747	591.494
ENST00000613729	128.043	155.242	186.325	184.543	139.237	281.686	120.586	140.637
ENST00000564726	1.46	7.915	5.05	4.582	0	6.73	7.38	3.121
ENST00000562430	306.016	441.957	586.504	470.864	368.862	774.892	371.387	485.638
ENST00000562683	18.047	10.329	21.235	30.126	74.161	22.345	16.035	12.031
ENST00000570185	1.43	0	1.517	1.764	0	0	0	0
ENST00000561509	0	0	0	0	0	0	0	0
ENST00000569719	0	0	0	0	0	0	0	0
ENST00000567137	0	0	0	0	0	0	0	0
ENST00000564949	0	0	0	0	0	0	0	0
ENST00000377185	0	1	2	1.001	2	1	0	0
ENST00000297668	0	0	0	0	5.552	1.934	0	0
ENST00000493965	0	0	0	0	0	0	0	0
ENST00000477002	0	0	0	0	0	0	0	0
ENST00000358144	2.503	1.193	0	2.585	0	2.066	0	6.311
ENST00000483502	0	0	0	0	2.159	0	0	0
ENST00000448573	0	0	0	2.849	0	0	0	0
ENST00000443583	0	0	1	0	0	0	0	0
ENST00000495573	0	0	0	0	0	0	0	0
ENST00000377659	0	0	0	0	0	0	0	0
ENST00000469061	3.097	3.057	3.063	5	2	2.072	1.546	3
ENST00000377653	0	0	0	2.58	0	0	0	0
ENST00000377656	2.239	3.801	0	1.981	0	0	0	9.991
ENST00000360089	0	0	0	0	0	0	0	0
ENST00000359209	0	2	34.726	0	0	0	28	0
ENST00000368172	3	0	31.274	8	3	3	0	4
ENST00000368173	0	0	0	0	0	0	0	0
ENST00000426997	208.897	365.948	404.068	182.929	135.054	212.131	126.865	234.507
ENST00000464909	0	13.523	30.919	13.659	7.526	0	0	25.099
ENST00000489686	8.712	9.099	7.947	31.418	2.456	10.036	21.624	10.04
ENST00000398622	13.621	23.114	29.081	18.49	12.964	8.115	6.916	16.1
ENST00000488469	1.829	17.918	13.985	12.503	0	7.464	4.602	18.309
ENST00000432605	0	15.004	0	0	0	27.025	0	0
ENST00000623491	0	0	0	0	0	0	0	0
ENST00000611321	0	0	0	0	0	0	0	0
ENST00000547208	0	1.439	0	0	0	0	0	0
ENST00000331471	0	0	0	0	0	0	0	0
ENST00000488961	2	5.561	2	0	0	0	2	1.091
ENST00000330891	0	0	0	0	0	0	0	0
ENST00000553096	0	0	0	0	0	0	0	0
ENST00000476098	1	0	0	0	0	0	0	0
ENST00000552295	0	0	0	0	0	0	0	0
ENST00000548658	0	0	0	0	0	0	0	0
ENST00000266661	0	0	0	0	0	0	0	0
ENST00000529843	0	0	0	0	1	0	0	0.909
ENST00000551160	0	0	0	0	0	0	0	0
ENST00000533674	0	0	0	0	0	0	0	0
ENST00000579436	0	6.582	0	0	3.861	0	0	0
ENST00000580449	139.076	27.105	73.582	45.714	42.59	1.975	41.805	59.56
ENST00000581503	33.939	24.415	52.354	57.598	27.245	5.322	26.31	0
ENST00000636182	16.524	35.519	0	58.967	24.676	116.877	40.437	0
ENST00000577571	3166.954	2929.818	3358.829	3097.489	2103.138	2122.163	2961.448	2534.918
ENST00000605120	12.907	8.506	14.933	19.107	16.415	16.651	9.327	11.296
ENST00000605653	2.324	0	8.764	2.175	1.793	0	2.956	1.992
ENST00000581888	189.075	210.789	147.406	223.464	215.411	186.719	156.213	168.876
ENST00000579942	266.694	296.77	348.704	346.487	338.787	246.116	412.001	342.36
ENST00000529415	0	10.107	0	7.674	8.088	20.245	8.606	2.284
ENST00000533758	13.43	0	5.67	0	0	0	0	0
ENST00000394906	65.708	60.423	32.289	0	0	53.52	74.779	46.912
ENST00000394908	1605.23	2078.217	1640.414	1673.154	916.103	2383.084	2108.854	1538.845
ENST00000580805	0	0	19.297	55.308	0	81.879	0	31.181
ENST00000584569	0	0	0	0	0	0	0	0
ENST00000577789	0	66.618	189.643	42.467	0	0	145.436	165.901
ENST00000585169	0	0	0	29.211	47.665	195.979	0	61.166
ENST00000586827	0	0	0	0	0	0	0	0
ENST00000465427	2.643	1.957	0	6.729	3.377	0	11.833	2.017
ENST00000593158	5.346	4.291	4.702	2.229	1.805	0	10.373	0
ENST00000580313	7.47	3.478	4.763	0	0	3.388	6.111	0
ENST00000582174	12.397	18.954	12.287	13.268	7.275	12.248	13.308	9.015
ENST00000581509	0	2.964	1.777	0	0	0	0	4.071
ENST00000324941	15	5	8	31	15	12	12	27
ENST00000451519	0	0	0	0	0	0	0	0
ENST00000454765	0	0	0	0	1	0	0	0
ENST00000287773	0	0	0	1	0	0	0	0
ENST00000341305	0	0	0	0	0	0	0	0
ENST00000567724	0	0	0	0	0	0	0	0
ENST00000563564	0	0	0	0	0	0	0	0
ENST00000369747	86.369	129.393	62.094	125.152	48.885	95.49	106	94.059
ENST00000237186	0	0	59.738	0	0	0	0	0
ENST00000503942	0	0	0	1.922	0	0	0	6.551
ENST00000509102	0	0	0	0	0	0	9.923	0
ENST00000430071	2.283	0	0	0	23.643	0	3.729	9.885
ENST00000369746	5.206	13.416	5.173	6.592	9.763	12.994	9.866	5.4
ENST00000505226	7.189	18.275	16.545	13.731	9.384	10.616	15.617	15.652
ENST00000626828	0	0	0	0	0	0	0	0
ENST00000372207	10	22	12	14	42	34	13	11
ENST00000543336	0	0	4.225	0	0	0	0	0
ENST00000446230	0	0	0	0	11.174	2.177	8.533	0
ENST00000299001	19	17.615	27.775	8	6.328	2.043	7.733	53.739
ENST00000545603	0	0	0	0	0	0	0	0
ENST00000537419	0	2.385	0	1	0	0	0	9.261
ENST00000311181	162	150	132	184	126	166	168	179
ENST00000537553	288.337	241.156	239.824	281.129	163.282	301.198	237.771	324.971
ENST00000433722	0	6.797	14.092	55.532	0	30.268	0	39.436
ENST00000548676	130.383	82.249	147.564	108.675	87.101	67.605	131.979	142.9
ENST00000298892	71.957	0	108.058	78.436	92.38	44.097	59.239	55.935
ENST00000454014	154.385	170.735	0	128.808	49.379	231.443	93.052	73.328
ENST00000395805	72.14	47.068	32.917	79.882	0	55.652	75.33	56.577
ENST00000417045	0	0	0	0	0	0	0	0
ENST00000614865	4.734	5.081	5.95	11.961	0	8.2	3.279	0
ENST00000620681	8.753	11.016	0	20.749	0	16.081	12.314	15.364
ENST00000537108	0	0	0	0	0	0	6.769	0
ENST00000553026	5.084	0	0	5.07	1.501	3.928	7.506	0
ENST00000538387	0	0	4.118	0	1.655	3.928	2.108	0
ENST00000534897	0	0	0	0	0	0	2.715	0
ENST00000541765	5.748	0	0	2.641	4.588	0	2.692	6.046
ENST00000543380	9.111	4.572	3.211	6.999	3.24	5.616	1.843	4.289
ENST00000546129	0	0	0	0	0	0	0	0
ENST00000542550	4.092	0	4.735	4.022	0	5.54	3.271	0
ENST00000540436	4.032	4.612	0	3.133	1.738	0	2.932	3.977
ENST00000540584	0	3.741	0	10.613	0	0	0	0
ENST00000296776	0	0	0	0	0	0	0	0
ENST00000511737	0	0	0	0	0	0	0	0
ENST00000274008	192.176	349.604	363.177	314.231	226.918	242.639	389.688	252.344
ENST00000422835	18.694	9.376	25.712	17.293	32.749	8.688	37.79	0
ENST00000285407	2426.472	1926.151	2231.964	2455.105	1064.609	817.723	1839.943	1184.657
ENST00000395884	92.475	116.849	177.933	126.667	42.391	54.277	89.546	62.004
ENST00000340533	19.755	29.995	51.275	29.093	48.435	41.444	51.122	25.257
ENST00000580678	18.374	15.733	11.319	33.67	20.196	25.356	8.734	4.088
ENST00000299438	77.739	162.705	177.937	135.983	161.395	210.176	189.581	78.09
ENST00000494131	161.991	274.164	341.462	229.304	240.323	282.605	229.488	159.517
ENST00000583418	179.46	251.877	178.218	262.039	215.631	263.602	138.086	89.069
ENST00000397914	116.489	232.723	218.708	185.423	195.627	275.404	246.958	84.331
ENST00000579064	0	0	0	0	0	0	0	0
ENST00000261507	2042.148	2786.728	2537.614	2915.344	278.358	1654.258	3088.843	1760.223
ENST00000507013	21.117	22.334	20.511	38.24	6.209	21.618	41.213	14.788
ENST00000393766	282.427	456.057	630.617	520.876	213.939	1201.476	768.243	591.261
ENST00000504317	32.297	63.769	73.071	104.318	30.357	139.487	70.027	76.344
ENST00000505270	4.047	8.214	9.557	13.354	6.755	13.963	7.264	10.659
ENST00000286049	0	0	0	0	0	0	0	0
ENST00000472709	3.02	3.041	2.022	4.077	7.082	3.023	3.051	4.041
ENST00000271764	2241.167	2089.658	2142.218	2339.07	2429.058	2569.162	2522.537	2137.936
ENST00000367114	0	24.405	0	0	5.95	7.755	33.087	5.209
ENST00000617960	258.407	320.489	270.357	325.914	383.954	405.299	238.737	275.178
ENST00000613435	0	0	0	0	0	0	0	0
ENST00000484492	3.753	8.33	8.306	6.502	8.578	12.868	7.149	9.515
ENST00000468891	27.78	26.301	24.593	24.72	42.137	50.526	22.559	40.38
ENST00000437518	10.951	0	0	0	0	0	0	0
ENST00000461334	5.48	2.146	3.282	7.417	3.298	6.354	2.185	3.377
ENST00000620382	74.464	65.412	60.04	75.385	91.021	78.87	38.753	84.954
ENST00000474408	3.595	0	9.121	2.435	6.293	9.073	7.128	1.976
ENST00000484995	9.687	0	8.739	2.757	0	0	2.338	0
ENST00000492406	20.339	42.882	40.157	64.444	16.91	50.135	32.408	56.268
ENST00000468642	9.135	4.391	0	9.198	0	0	6.317	9.13
ENST00000261034	412.174	376.228	500.752	523.492	249.935	310.136	439.416	426.706
ENST00000460713	249.37	252.063	267.282	287.166	141.321	235.316	249.276	272.21
ENST00000494706	3.435	5.25	11.008	9.079	7.14	2.75	15.049	7.065
ENST00000460615	6.978	11.186	11.148	11.872	3.694	11.663	11.239	16.622
ENST00000649764	68.959	52.399	21.767	58.703	31.132	60.369	52.275	67.108
ENST00000575978	88.644	108.393	84.126	88.414	64.308	116.575	88.756	101.312
ENST00000570625	0	3.171	0	0	0	0	2.948	2.135
ENST00000576573	5.765	40.486	58.767	21.834	0	50.577	28.684	13.88
ENST00000647795	1462.825	1679.145	1696.954	1880.127	1386.325	1290.194	2646.279	1332.27
ENST00000576547	92.833	159.1	206.847	291.921	163.074	152.358	111.063	142.262
ENST00000575668	0	0	0	0	0	0	0	0
ENST00000570837	13.564	13.137	11.214	11.86	14.996	14.354	9.835	3.263
ENST00000575957	35.666	51.506	14.818	51.467	4.864	21.266	40.092	23.842
ENST00000361952	336.479	372.785	416.894	395.53	180.236	271.828	378.515	397.033
ENST00000578339	20.776	30.215	40.106	25.47	34.444	11.172	32.579	28.967
ENST00000206595	335.202	409.793	526.424	493.596	439.022	456.706	601.341	415.189
ENST00000550944	0	0	0	0	0	0	0	0
ENST00000544007	0	5.377	2.67	1.979	0	5.462	0	1.714
ENST00000438909	191.128	171.959	110.618	157.115	0	0	108.821	93.156
ENST00000552488	19.835	0	6.951	2.962	0	2.539	1.343	1.292
ENST00000648008	40.61	40.748	71.078	86.618	13.19	14.515	6.698	87.475
ENST00000553504	88.923	40.529	66.714	54.483	50.667	88.036	145.219	110.305
ENST00000554714	0	0	1.544	1.697	0	0	1.49	0
ENST00000547532	0	0	0	2.242	0	3.524	0	0
ENST00000555429	0	0	0	0	0	0	0	4.614
ENST00000549553	16.433	14.67	15.372	13.684	20.732	18.645	22.858	5.347
ENST00000552515	1.318	0	0	0	0	0	0	0
ENST00000548934	1.455	1.956	0	0	0	0	5.11	0
ENST00000547638	0	0	0	0	0	0	0	0
ENST00000549159	73.091	49.58	86.997	69.624	146.39	62.57	99.53	64.89
ENST00000227918	0	1	1	0	0	0	0	0
ENST00000525380	0	0	0	1	0	0	0	0
ENST00000345365	462.383	569.408	595.532	627.319	563.594	471.413	588.233	587.845
ENST00000394589	69.59	153.408	170.602	148.523	87.709	119.504	195.713	115.87
ENST00000588372	31.811	14.332	31.72	7.703	11.291	7.371	24.375	11.097
ENST00000588594	0	12.096	25.157	28.922	19.92	0	9.857	12.526
